(≧ε≦ )ちぇ,dissatisfied unimpressed meh grumpy sulk
('Ω')べーだ,dissatisfied unimpressed meh grumpy sulk
('Θ')いーだ,dissatisfied unimpressed meh grumpy sulk
('_' )ちぇ,dissatisfied unimpressed meh grumpy sulk
(｀∀´)いーだ,dissatisfied unimpressed meh grumpy sulk
(  ｀∀)ちぇ,dissatisfied unimpressed meh grumpy sulk
(∩Ω∩)べーだ,dissatisfied unimpressed meh grumpy sulk
(∩Θ∩)いーだ,dissatisfied unimpressed meh grumpy sulk
(∩_∩ )ちぇ,dissatisfied unimpressed meh grumpy sulk
(￣Ω￣)べーだ,dissatisfied unimpressed meh grumpy sulk
(￣Θ￣)いーだ,dissatisfied unimpressed meh grumpy sulk
(￣_￣ )ちぇ,dissatisfied unimpressed meh grumpy sulk
(｀ё´)いーだ,dissatisfied unimpressed meh grumpy sulk
川｀皿´川いーだ,dissatisfied unimpressed meh grumpy sulk
(ёΩё)べーだ,dissatisfied unimpressed meh grumpy sulk
(ёΘё)いーだ,dissatisfied unimpressed meh grumpy sulk
(ё_ё )ちぇ,dissatisfied unimpressed meh grumpy sulk
(｀.´)いーだ,dissatisfied unimpressed meh grumpy sulk
(  ｀.)ちぇ,dissatisfied unimpressed meh grumpy sulk
(ΘェΘ)べーだ,dissatisfied unimpressed meh grumpy sulk
(ΘェΘ)いーだ,dissatisfied unimpressed meh grumpy sulk
(ΘェΘ )ちぇ,dissatisfied unimpressed meh grumpy sulk
(｀⊇´)いーだ,dissatisfied unimpressed meh grumpy sulk
(  ｀⊇)ちぇ,dissatisfied unimpressed meh grumpy sulk
|  ｀_|ちぇ,dissatisfied unimpressed meh grumpy sulk
|｀Θ´|いーだ,dissatisfied unimpressed meh grumpy sulk
【｀▽´】いーだ,dissatisfied unimpressed meh grumpy sulk
(｀!´)いーだ,dissatisfied unimpressed meh grumpy sulk
(  ｀!)ちぇ,dissatisfied unimpressed meh grumpy sulk
(▼Ω▼)べーだ,dissatisfied unimpressed meh grumpy sulk
(▼Θ▼)いーだ,dissatisfied unimpressed meh grumpy sulk
(▼_▼ )ちぇ,dissatisfied unimpressed meh grumpy sulk
(｀ж´)いーだ,dissatisfied unimpressed meh grumpy sulk
(  ｀ж)ちぇ,dissatisfied unimpressed meh grumpy sulk
(｀〓´)いーだ,dissatisfied unimpressed meh grumpy sulk
(  ｀〓)ちぇ,dissatisfied unimpressed meh grumpy sulk
(o|o)べーだ,dissatisfied unimpressed meh grumpy sulk
(o|o)いーだ,dissatisfied unimpressed meh grumpy sulk
(o|o )ちぇ,dissatisfied unimpressed meh grumpy sulk
(　｀ x)ちぇ,dissatisfied unimpressed meh grumpy sulk
(｀ρ´)いーだ,dissatisfied unimpressed meh grumpy sulk
(  ｀ρ)ちぇ,dissatisfied unimpressed meh grumpy sulk
(≧ヘ≦) ムゥ,
(≧ヘ≦) ﾑｩ,
_(ё)φボーッ,writing note study pen taking notes
川＇∇＇)ﾉﾔｧ,happy smile glad cheerful joy greeting hello hi wave welcome
(/・。・)やぁ,happy smile glad cheerful joy greeting hello hi wave welcome
ヤヤ('_';！,happy smile glad cheerful joy greeting hello hi wave welcome
やや(・_・;！,happy smile glad cheerful joy greeting hello hi wave welcome
ヤヤ(・_・;！,happy smile glad cheerful joy greeting hello hi wave welcome
ヤヤ('_';!,happy smile glad cheerful joy greeting hello hi wave welcome
(*ノノ）ヤ～ン,happy smile glad cheerful joy greeting hello hi wave welcome
ﾗｼﾞｬ|∵|ゞ,
(･･ゞﾗｼﾞｬ,
＾。^/)ウフ♪,happy smile glad cheerful joy
ﾝｯ? (ﾟペ),
(゜Д゜)ハァ?,surprised shocked shock wow startled
ヽ(´ω)ﾉﾌﾌ,happy smile glad cheerful joy laugh laughing lol haha giggle
才 力 工 └|,happy smile glad cheerful joy greeting hello hi wave welcome
(･д･)ﾎｫｰ,surprised shocked shock wow startled
(〃▽〃)ﾎﾟｯ,shy blush bashful timid
(ﾟДﾟ)ｳﾏｰ,surprised shocked shock wow startled
（/ω･＼）ﾁﾗ,shy blush bashful timid
(ﾟ〇ﾟ)ﾏﾙｰ,surprised shocked shock wow startled
（‘０’） わぁ,
(。・o・)ギョ,
(-ロ-)ギョェ,
(∂ロ∂)ギョェ,
ゲゲ(∂_∂;),
ゲゲ(^_-;),
(∂_ゞゴシゴシ,sleepy sleep drowsy nap zzz
(^_ゞゴシゴシ,sleepy sleep drowsy nap zzz
(∂∂?)ナゼ?,doubt suspicious skeptical hmm side eye
(^^?)ナゼ?,doubt suspicious skeptical hmm side eye
☆～（ゝ。δ）ネ,happy smile glad cheerful joy greeting hello hi wave welcome sparkle shine glitter star
(。・_-)ネッ,happy smile glad cheerful joy greeting hello hi wave welcome
(∂o∂)はは♪,
(∂▽∂) ホッ,happy smile glad cheerful joy
(^▽^) ホッ,happy smile glad cheerful joy
(。∂∂。)ポッ,
(￣-￣メ)チッ,angry mad rage furious annoyed
―■●▲ おでん,
(。。；)ホヨ？,
(((爆爆))),
ホッ(－。－；),
(*－－*)ポッ,
（？”？）にゅ？,doubt suspicious skeptical hmm side eye
(＇ｪ＇)さぁ？,
(〃ﾉдﾉ)ﾃﾚ,shy blush bashful timid
┌┛┌┛ｽﾞｺ！,
( ´ー`)ﾌｯ,happy smile glad cheerful joy
(*￣з￣)プッ,
⊥゜〃))⊃ハッ,surprised shocked shock wow startled
(ェ)゜)⊃ハッ,surprised shocked shock wow startled
ノ_<。)グシュ,sad unhappy down gloomy depressed
(エ)<) チラ,shy blush bashful timid
┏Д┓<) チラ,shy blush bashful timid
*゜ー゜)ノゃぁ,happy smile glad cheerful joy greeting hello hi wave welcome
*ﾟｰﾟ)ﾉゃぁ,happy smile glad cheerful joy greeting hello hi wave welcome
・_ゝ・)ノゃぁ,happy smile glad cheerful joy greeting hello hi wave welcome
x　゜≡)＼ハッ,surprised shocked shock wow startled
ェ ゜=))ハッ,surprised shocked shock wow startled
ェ <=) チラ,shy blush bashful timid
。。；)イジイジ,shy blush bashful timid
_”・)　バブー,shy blush bashful timid
ノ⌒●~* ほい,angry mad rage furious annoyed
/~~ マタネー,happy smile glad cheerful joy greeting hello hi wave welcome
ｏ゛ケシケシ．．,writing note study pen taking notes
ﾟェﾟ) ﾁﾛﾘ,surprised shocked shock wow startled
Σ(ﾟДﾟ υ) ｱﾘｬ,surprised shocked shock wow startled
Σd(ゝ∀･)イイッ！！,happy smile glad cheerful joy
٩(ˊᗜˋ*)وｲｲﾖｰ,
Σd(ﾟ∀ﾟd)ｲｶｽ!,happy smile glad cheerful joy
٩( 'ω' )وうぱぱ,
(^o^)＜うわぁーっ！,
(*´﹃`*)ｼﾞｭﾙﾘ,happy smile glad cheerful joy greeting hello hi wave welcome food eating snack hungry
(   。ω 。)おはよ,
･ω･*)ﾉｵﾊﾖｳ～♪,happy smile glad cheerful joy greeting hello hi wave welcome
(oﾟ▽ﾟ)o　オハョ～,happy smile glad cheerful joy greeting hello hi wave welcome
ｵﾊ(∩･∇･∩)ﾖｫｰ,happy smile glad cheerful joy greeting hello hi wave welcome
おはよ〜(✿˘︶˘✿ ),happy smile glad cheerful joy greeting hello hi wave welcome flower bloom blossom
ｺｹｯ(o_ _)ｏ彡☆,sparkle shine glitter star
|ωΦ*)ｺｿｰﾘ･･･,
(#ﾟДﾟ)ｺﾞﾙｧ!!,surprised shocked shock wow startled
(っ˘ڡ˘ς)＜ｽﾔｧ…,happy smile glad cheerful joy greeting hello hi wave welcome
ｿｳﾅﾉ(￣□￣；)！？,
それな(╭☞’ω’)╭☞,pointing point this look at that's me
(●｀･ω･)ゞ大丈夫！,
(｡´-д-)疲れた。。,sleepy sleep drowsy nap zzz
(´>ω∂`)てへぺろ☆,sparkle shine glitter star
(￣∇￣)v ﾄﾞﾔｯ!,cool confident swag badass slick greeting hello hi wave welcome
(｡･ω´･｡)ﾄﾞﾔｯ,cool confident swag badass slick greeting hello hi wave welcome
(｡･ω･｡)?ﾅｧﾆｰ,doubt suspicious skeptical hmm side eye
(　｡∀ﾟ)ノ゛ﾅｶｰﾏ,happy smile glad cheerful joy
(´；ω；`)ﾌﾞﾜｯ…,sad unhappy down gloomy depressed
(； ･`д･´)ﾅﾇｯ,doubt suspicious skeptical hmm side eye
(๑╹ω╹๑ )ナニコレ,happy smile glad cheerful joy
(`･ω･´)ﾅﾇｯ!?,
( ๑´•ω•)ﾅﾙﾍｿ,
(♡´艸`)ﾆﾋﾋ♡*゜,love heart in love affection romantic heart love symbol
(*ฅ́˘ฅ̀*)にゃう,cute kawaii adorable sweet lovely cat kitty kitten meow animal creature
⸜(๑’ᵕ’๑)⸝ぬひひ,
(  ･ᴗ･ )⚐⚑⚐゛,happy smile glad cheerful joy
( *'ω')ﾌｧｯ!?,
"(*˘^˘*,,)ぷいｯ",
(´ﾟэﾟ)ﾌﾟｰﾌﾟｰ,cute kawaii adorable sweet lovely pig piggy animal creature
~\(≧▽≦)/~啦啦啦,happy smile glad cheerful joy
(。﹏。*) 我错了……,crying cry tears sob weeping
对不起~ <(＿　＿)>,
(-@y@) [扶眼镜],
(*--)--*)ピトッ,love heart in love affection romantic heart love symbol
(´ー`)ノ ヤッホー♪,happy smile glad cheerful joy greeting hello hi wave welcome
ヾ（▽＾　　）ゞ ドウモ,happy smile glad cheerful joy greeting hello hi wave welcome
(=°-°)ノ ドモデス,happy smile glad cheerful joy greeting hello hi wave welcome
(゜゜;）ゴメンネ・・・,sad unhappy down gloomy depressed apology sorry apologize my bad
m(__)m スマンデス,sad unhappy down gloomy depressed apology sorry apologize my bad
<(_ _)> ゴメンネ,sad unhappy down gloomy depressed apology sorry apologize my bad
m(；∇；)m　ゴメンネ,sad unhappy down gloomy depressed apology sorry apologize my bad
_(._.)_ ユルシテ,sad unhappy down gloomy depressed apology sorry apologize my bad
(((((^ ^）サササ,excited hype thrilled pumped yay
(((((^^) サササ,excited hype thrilled pumped yay
"(-.-"")凸 ウリィー",angry mad rage furious annoyed
ヽ(｀⌒´)ノ ウッキー,angry mad rage furious annoyed
ｏ(゜^ ゜）○ウッキー,angry mad rage furious annoyed
凸(-_-メ) うりぃ～,angry mad rage furious annoyed
゛(｀ヘ´#) ムッキー,angry mad rage furious annoyed
凸(´口｀メ) ウラァ～,angry mad rage furious annoyed
~(>_<。)＼ イタタ,hurt pain ouch injured aching
(。＞0＜。) びええん,sad unhappy down gloomy depressed
ｏ（ＴｏＴ）ｏワオ～ン！,sad unhappy down gloomy depressed
＼（Ｔ∇Ｔ）／オカエリー,happy smile glad cheerful joy greeting hello hi wave welcome
(°д°;;) ナント！,surprised shocked shock wow startled
"(o;TωT)o""ビクッ",surprised shocked shock wow startled
(゜▽゜;) オドロキー,surprised shocked shock wow startled
＼(°o°；）/ウヒャー,surprised shocked shock wow startled
(°m°;) アレマッ！,surprised shocked shock wow startled
(^^)//　ハクシユー,happy smile glad cheerful joy greeting hello hi wave welcome
(TεT) イイサ・・・,sad unhappy down gloomy depressed
ε～(;@_@) ガクン,sad unhappy down gloomy depressed
(~-~;)3 ピクク☆,sparkle shine glitter star
（*＾＾o＾＾*）チュッ,love heart in love affection romantic kiss kissing smooch blowing a kiss mwah heart love symbol
＼●(・_＼)きゃっち！,excited hype thrilled pumped yay
(/@_WW) キタ○ウ,
(ΘoΘ;) が○ゃぴん,
チガーウ (-_-)ノノ,happy smile glad cheerful joy greeting hello hi wave welcome
ヾ(≧∇≦)ゞ チガウ～,dissatisfied unimpressed meh grumpy sulk greeting hello hi wave welcome
(◎-◎;) ドキッ！！,surprised shocked shock wow startled
"＜(""0"")＞　ナント！",surprised shocked shock wow startled
エイヤッ ヽ( ^^)〆,angry mad rage furious annoyed weapon sword gun fight
(∩_∩；)P 白旗～！,cute kawaii adorable sweet lovely bunny rabbit hare animal creature
"＼（－""－）／ マイッタ",cute kawaii adorable sweet lovely bunny rabbit hare animal creature
＼（￣゜￣）／どたぁ．．,
Ｏ＝(_ _;;　バタリ,
＼（〇_ｏ）／コワイヨー,scared afraid fear terrified nervous
＼(>o<)／ギャーッ！,scared afraid fear terrified nervous
／(・_;＼　コワイヨー,scared afraid fear terrified nervous
（>￣ ￣<）　ヤセタ？,
(^ =+^)虫歯ナーシ,angry mad rage furious annoyed weapon sword gun fight
((´д｀)) 熱っぽい,angry mad rage furious annoyed weapon sword gun fight
"∧(＿,＿)∧ ウエップ",angry mad rage furious annoyed weapon sword gun fight
バキッ！！☆／(x_x),angry mad rage furious annoyed sparkle shine glitter star
（´。｀) ツカレタ・・,sleepy sleep drowsy nap zzz tired exhausted worn out fatigue done
┐(￣ヘ￣）┌　フゥゥ～,sleepy sleep drowsy nap zzz tired exhausted worn out fatigue done
（／／・＿・／／）テレッ,shy blush bashful timid
（*＾～＾*）ゝ いやぁ,shy blush bashful timid
<(@^_^@) イヤァ,shy blush bashful timid
(^～^;)ゞ イヤァ～,shy blush bashful timid
(^◇^;)＞ イヤァ～,shy blush bashful timid
(－＿－)Ｄ シモシモ？,
( ..)_ ヒロットコ,writing note study pen taking notes
ササッ！(ヘ^^)ヘ _,happy smile glad cheerful joy
／（^.^／） モライ～,happy smile glad cheerful joy
(ノ_<。)うっうっうっ,sad unhappy down gloomy depressed
☆○（゜ο゜）ｏ テイッ,angry mad rage furious annoyed sparkle shine glitter star
。（゜◇゜）○ パンチ！,angry mad rage furious annoyed
o（＾_-）Ｏ パンチ！,angry mad rage furious annoyed
'σ～ (｀´メ　うりゃ,angry mad rage furious annoyed
o(・_・)○☆パンチ！,angry mad rage furious annoyed sparkle shine glitter star
バキッ ( -_-)＝○,angry mad rage furious annoyed
╋(゜o゜；) アーメン,happy smile glad cheerful joy cheer up encourage support you got this fight
(~ε~) ネムイ・・・,sleepy sleep drowsy nap zzz
（＾Ｏ＾）□ ウマイデス,happy smile glad cheerful joy food eating snack hungry drink coffee tea cheers
(;~_~)9 頑張れ！,happy smile glad cheerful joy cheer up encourage support you got this fight
電柱|ー￣）δ――――・,
"(°""。) イヂメル？",
ｄ（゜ー゜)ｏ アウチ！,
（’-’*) フフッ・・,happy smile glad cheerful joy greeting hello hi wave welcome
ヽ （´ー｀）┌ フフフ,happy smile glad cheerful joy laugh laughing lol haha giggle
(p_-)ナンノコト！？,
|(－_－)|キコエナイ,
-=≡卍-_- )グサ！,cute kawaii adorable sweet lovely bunny rabbit hare animal creature
（=ΦωΦ=）キラーン☆,doubt suspicious skeptical hmm side eye sparkle shine glitter star
φ(++;) マチガエタ,writing note study pen taking notes
＿￠（。。；） コソコソ,writing note study pen taking notes
＿〆(°ф°) メモメモ,writing note study pen taking notes
_￠(0-0ヘ）メモメモ,writing note study pen taking notes
(*^^)ノ<■ ドウゾ,happy smile glad cheerful joy greeting hello hi wave welcome
バタン ∥WC∥♪♪♪♪,sleepy sleep drowsy nap zzz
(*｀∇´*）v ヴイッ,happy smile glad cheerful joy
（=´∇｀=） ニャン♪,happy smile glad cheerful joy
うふふ♪ (*￣ー￣)ｖ,happy smile glad cheerful joy
(@^∇^@) わぁーい,happy smile glad cheerful joy
(≧ ≦)Ω ヨッシャ！,happy smile glad cheerful joy
(@｀▽´@)/　ハイッ,cool confident swag badass slick
～○-○～ ブラジヤー！,cool confident swag badass slick
(^w^) ぶぶぶ・・・,happy smile glad cheerful joy laugh laughing lol haha giggle
ψ(*｀ー´)ψ ウケケ,happy smile glad cheerful joy laugh laughing lol haha giggle
＼(^▽^＠)ノ アハハ,happy smile glad cheerful joy laugh laughing lol haha giggle
(((((^^)サササー,shy blush bashful timid
＼●(・_＼)きゃっち!,
_￠(0-0へ）メモメモ,writing note study pen taking notes
( ￣っ￣)/おい～すっ,
(^o^)／はいほー！！,
オヒサ～ヾ(*｀ω´*),happy smile glad cheerful joy greeting hello hi wave welcome
オヒサ～ヾ(*ΦwΦ*),happy smile glad cheerful joy greeting hello hi wave welcome
オヒサ～ヾ(*｀Ω´*),happy smile glad cheerful joy greeting hello hi wave welcome
オヒサ～ヾ(*￣w￣*),happy smile glad cheerful joy greeting hello hi wave welcome
オヒサ～ヾ(*｀◇´*),happy smile glad cheerful joy greeting hello hi wave welcome
オヒサ～ヾ(*｀Θ´*),happy smile glad cheerful joy greeting hello hi wave welcome
オヒサ～ヾ(*⌒◇⌒*),happy smile glad cheerful joy greeting hello hi wave welcome
オヒサ～ヾ<*｀◇´*>,happy smile glad cheerful joy greeting hello hi wave welcome
オヒサ～ヾ(*0\0*),happy smile glad cheerful joy greeting hello hi wave welcome
オヒサ～ヾ(*｀皿´*),happy smile glad cheerful joy greeting hello hi wave welcome
